date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments,year,anomaly
2025-07-09,Uttar Pradesh,Ghaziabad,201009,10,0,1,11,2025,True
2025-07-09,Uttar Pradesh,Ghazipur,233225,0,9,0,9,2025,True
2025-07-09,Uttar Pradesh,Jaunpur,222109,1,15,0,16,2025,True
2025-07-09,Uttar Pradesh,Kheri,261505,18,7,0,25,2025,True
2025-07-09,Uttar Pradesh,Kheri,262724,0,11,0,11,2025,True
2025-07-09,Uttar Pradesh,Kheri,262804,8,7,0,15,2025,True
2025-07-09,Uttar Pradesh,Kushinagar,274306,3,10,0,13,2025,True
2025-07-09,Uttar Pradesh,Kushinagar,274401,7,14,0,21,2025,True
2025-07-09,Uttar Pradesh,Kushinagar,274802,4,7,0,11,2025,True
2025-07-09,Uttar Pradesh,Lucknow,226005,4,3,0,7,2025,True
2025-07-09,Uttar Pradesh,Lucknow,226020,3,5,0,8,2025,True
2025-07-09,Uttar Pradesh,Maharajganj,273162,8,8,0,16,2025,True
2025-07-09,Uttar Pradesh,Maharajganj,273303,3,5,0,8,2025,True
2025-07-09,Uttar Pradesh,Maharajganj,273304,13,7,0,20,2025,True
2025-07-09,Uttar Pradesh,Mainpuri,205001,3,4,0,7,2025,True
2025-07-09,Uttar Pradesh,Mainpuri,205268,8,10,0,18,2025,True
2025-07-09,Uttar Pradesh,Mainpuri,206301,2,6,0,8,2025,True
2025-07-09,Uttar Pradesh,Mathura,281502,4,5,0,9,2025,True
2025-07-09,Uttar Pradesh,Muzaffarnagar,251314,12,3,0,15,2025,True
2025-07-09,Uttar Pradesh,Sambhal,244301,7,1,0,8,2025,True
2025-07-09,Uttar Pradesh,Shahjahanpur,242401,7,6,0,13,2025,True
2025-07-09,Uttar Pradesh,Sitapur,261203,18,9,0,27,2025,True
2025-07-09,West Bengal,Bankura,722101,19,1,0,20,2025,True
2025-07-09,West Bengal,Birbhum,731222,6,1,0,7,2025,True
2025-07-09,West Bengal,Howrah,711312,14,2,0,16,2025,True
2025-07-09,West Bengal,Murshidabad,742201,37,2,0,39,2025,True
2025-07-09,West Bengal,Murshidabad,742223,22,1,0,23,2025,True
2025-07-09,West Bengal,Murshidabad,742227,7,1,0,8,2025,True
2025-07-09,West Bengal,Murshidabad,742237,13,0,0,13,2025,True
2025-07-09,West Bengal,Murshidabad,742303,22,0,0,22,2025,True
2025-07-09,West Bengal,Murshidabad,742304,17,0,0,17,2025,True
2025-07-09,West Bengal,North 24 Parganas,743221,13,1,0,14,2025,True
2025-07-09,West Bengal,North 24 Parganas,743424,20,2,0,22,2025,True
2025-07-09,West Bengal,North 24 Parganas,743425,29,5,0,34,2025,True
2025-07-09,West Bengal,Paschim Medinipur,721121,9,3,0,12,2025,True
2025-07-09,West Bengal,Paschim Medinipur,721131,7,0,0,7,2025,True
2025-07-09,West Bengal,Paschim Medinipur,721515,10,0,0,10,2025,True
2025-07-09,West Bengal,Purba Bardhaman,713143,7,0,0,7,2025,True
2025-07-09,West Bengal,Puruliya,723149,7,0,0,7,2025,True
2025-07-09,West Bengal,Uttar Dinajpur,733202,8,6,1,15,2025,True
2025-07-09,West Bengal,Uttar Dinajpur,733212,10,0,0,10,2025,True
2025-07-09,West Bengal,Uttar Dinajpur,733215,24,7,0,31,2025,True
2025-07-09,Arunachal Pradesh,Longding,792131,0,29,0,29,2025,True
2025-07-09,Assam,Kamrup,781141,4,4,0,8,2025,True
2025-07-09,Assam,Karbi Anglong,782482,22,6,1,29,2025,True
2025-07-09,Assam,Nagaon,782123,6,1,0,7,2025,True
2025-07-09,Bihar,Araria,854318,11,2,0,13,2025,True
2025-07-09,Bihar,Gaya,824210,5,3,0,8,2025,True
2025-07-09,Bihar,Khagaria,852161,0,7,0,7,2025,True
2025-07-09,Bihar,Kishanganj,855107,12,2,0,14,2025,True
2025-07-09,Bihar,Madhubani,847238,1,6,0,7,2025,True
2025-07-09,Bihar,Muzaffarpur,842001,3,5,0,8,2025,True
2025-07-09,Bihar,Muzaffarpur,843312,8,1,0,9,2025,True
2025-07-09,Bihar,Purnia,854301,6,2,0,8,2025,True
2025-07-09,Bihar,Saharsa,852126,12,3,0,15,2025,True
2025-07-09,Bihar,Saharsa,852127,6,2,0,8,2025,True
2025-07-09,Bihar,Saharsa,852216,9,3,0,12,2025,True
2025-07-09,Bihar,Samastipur,848127,11,1,0,12,2025,True
2025-07-09,Bihar,Sitamarhi,843302,2,5,0,7,2025,True
2025-07-09,Bihar,West Champaran,845106,1,9,0,10,2025,True
2025-07-09,Chhattisgarh,Balrampur,497119,5,3,0,8,2025,True
2025-07-09,Delhi,East Delhi,110091,7,2,0,9,2025,True
2025-07-09,Delhi,North Delhi,110084,8,2,0,10,2025,True
2025-07-09,Delhi,North East Delhi,110094,12,8,0,20,2025,True
2025-07-09,Delhi,North West Delhi,110042,6,1,0,7,2025,True
2025-07-09,Delhi,North West Delhi,110086,11,1,0,12,2025,True
2025-07-09,Haryana,Faridabad,121004,14,0,0,14,2025,True
2025-07-09,Jharkhand,Dumka,814110,15,8,0,23,2025,True
2025-07-09,Jharkhand,Giridih,815302,1,6,1,8,2025,True
2025-07-09,Jharkhand,Giridih,815314,14,7,0,21,2025,True
2025-07-09,Karnataka,Bagalkot,587311,7,3,0,10,2025,True
2025-07-09,Bihar,Bhagalpur,812005,6,9,0,15,2025,True
2025-07-09,Bihar,Bhagalpur,813210,1,6,0,7,2025,True
2025-07-09,Bihar,Bhagalpur,853205,2,12,0,14,2025,True
2025-07-09,Bihar,Darbhanga,848213,5,4,0,9,2025,True
2025-07-09,Bihar,Jamui,811303,1,8,0,9,2025,True
2025-07-09,Bihar,Kishanganj,855116,12,1,0,13,2025,True
2025-07-09,Bihar,Madhepura,852220,1,8,0,9,2025,True
2025-07-09,Bihar,Muzaffarpur,842002,7,3,0,10,2025,True
2025-07-09,Bihar,Patna,800001,4,7,0,11,2025,True
2025-07-09,Bihar,Patna,800007,3,4,0,7,2025,True
2025-07-09,Bihar,Patna,800009,0,7,0,7,2025,True
2025-07-09,Bihar,Samastipur,848101,11,5,0,16,2025,True
2025-07-09,Bihar,Saran,841301,1,6,0,7,2025,True
2025-07-09,Delhi,East Delhi,110096,10,1,0,11,2025,True
2025-07-09,Haryana,Gurgaon,122001,6,2,0,8,2025,True
2025-07-09,Haryana,Panipat,132103,9,0,0,9,2025,True
2025-07-09,Jharkhand,Chatra,825408,5,2,0,7,2025,True
2025-07-09,Jharkhand,Dhanbad,828109,22,2,0,24,2025,True
2025-07-09,Jharkhand,Dumka,814101,4,3,0,7,2025,True
2025-07-09,Jharkhand,Giridih,815311,4,3,0,7,2025,True
2025-07-09,Jharkhand,Giridih,825108,5,6,0,11,2025,True
2025-07-09,Jharkhand,Giridih,825324,5,2,0,7,2025,True
2025-07-09,Jharkhand,Latehar,822111,4,4,0,8,2025,True
2025-07-09,Jharkhand,Palamu,822116,4,3,0,7,2025,True
2025-07-09,Karnataka,Bengaluru,560100,5,6,0,11,2025,True
2025-07-09,Madhya Pradesh,Ashok Nagar,473446,10,4,0,14,2025,True
2025-07-09,Madhya Pradesh,Shivpuri,473995,13,0,0,13,2025,True
2025-07-09,Maharashtra,Thane,400607,4,3,0,7,2025,True
2025-07-09,Maharashtra,Thane,421302,3,4,5,12,2025,True
2025-07-09,Nagaland,Mon,798603,5,13,0,18,2025,True
2025-07-09,Rajasthan,Ajmer,305901,14,2,0,16,2025,True
2025-07-09,Rajasthan,Alwar,301406,7,0,0,7,2025,True
2025-07-09,Rajasthan,Baran,325207,13,0,0,13,2025,True
2025-07-09,Rajasthan,Bhilwara,311603,6,1,0,7,2025,True
2025-07-09,Rajasthan,Churu,331507,7,3,0,10,2025,True
2025-07-09,Rajasthan,Jaipur,303328,12,0,0,12,2025,True
2025-07-09,Rajasthan,Jaipur,303901,10,0,0,10,2025,True
2025-07-09,Rajasthan,Jodhpur,342312,6,7,0,13,2025,True
2025-07-09,Rajasthan,Karauli,322230,36,3,0,39,2025,True
2025-07-09,Rajasthan,Nagaur,341001,11,2,1,14,2025,True
2025-07-09,Rajasthan,Nagaur,341025,18,8,0,26,2025,True
2025-07-09,Rajasthan,Nagaur,341505,8,0,0,8,2025,True
2025-07-09,Rajasthan,Sawai Madhopur,322033,12,0,0,12,2025,True
2025-07-09,Uttar Pradesh,Agra,282002,2,5,0,7,2025,True
2025-07-09,Uttar Pradesh,Aligarh,202001,7,1,0,8,2025,True
2025-07-09,Uttar Pradesh,Allahabad,212301,12,5,0,17,2025,True
2025-07-09,Uttar Pradesh,Amroha,244255,11,2,0,13,2025,True
2025-07-09,Uttar Pradesh,Auraiya,206122,15,2,0,17,2025,True
2025-07-09,Uttar Pradesh,Ballia,221713,12,1,0,13,2025,True
2025-07-09,Uttar Pradesh,Bara Banki,225301,6,4,0,10,2025,True
2025-07-09,Uttar Pradesh,Budaun,243637,14,2,0,16,2025,True
2025-07-09,Uttar Pradesh,Chandauli,232120,5,2,0,7,2025,True
2025-07-09,Uttar Pradesh,Chitrakoot,210205,13,2,0,15,2025,True
2025-07-09,Uttar Pradesh,Deoria,274001,6,11,0,17,2025,True
2025-07-09,Uttar Pradesh,Deoria,274204,6,3,0,9,2025,True
2025-07-09,Uttar Pradesh,Farrukhabad,207501,3,5,0,8,2025,True
2025-07-09,Uttar Pradesh,Fatehpur,212655,4,4,0,8,2025,True
2025-07-09,Uttar Pradesh,Fatehpur,212665,1,7,0,8,2025,True
2025-07-09,Uttar Pradesh,Gautam Buddha Nagar,201009,5,4,0,9,2025,True
2025-07-09,Uttar Pradesh,Ghaziabad,201204,3,4,0,7,2025,True
2025-07-09,Uttar Pradesh,Hapur,245101,7,1,0,8,2025,True
2025-07-09,Uttar Pradesh,Hardoi,241301,5,9,0,14,2025,True
2025-07-09,Uttar Pradesh,Hardoi,241404,5,10,1,16,2025,True
2025-07-09,Uttar Pradesh,Kannauj,209720,0,7,0,7,2025,True
2025-07-09,Uttar Pradesh,Mainpuri,205261,7,0,0,7,2025,True
2025-07-09,Uttar Pradesh,Mathura,281301,4,6,0,10,2025,True
2025-07-09,Uttar Pradesh,Mau,275101,4,3,0,7,2025,True
2025-07-09,Uttar Pradesh,Mirzapur,231304,30,6,0,36,2025,True
2025-07-09,Uttar Pradesh,Moradabad,244301,9,0,1,10,2025,True
2025-07-09,Uttar Pradesh,Muzaffarnagar,251001,23,11,0,34,2025,True
2025-07-09,Uttar Pradesh,Pratapgarh,230141,7,1,0,8,2025,True
2025-07-09,Uttar Pradesh,Sitapur,261001,7,1,0,8,2025,True
2025-07-09,Uttar Pradesh,Unnao,209801,7,13,1,21,2025,True
2025-07-09,Uttar Pradesh,Unnao,209821,3,11,0,14,2025,True
2025-07-09,Uttar Pradesh,Unnao,209861,8,3,0,11,2025,True
2025-07-09,Uttar Pradesh,Unnao,241503,12,4,0,16,2025,True
2025-07-09,West Bengal,Birbhum,731220,12,1,0,13,2025,True
2025-07-09,West Bengal,Birbhum,731301,19,0,0,19,2025,True
2025-07-09,West Bengal,Cooch Behar,736157,5,4,0,9,2025,True
2025-07-09,West Bengal,Dakshin Dinajpur,733132,28,0,0,28,2025,True
2025-07-09,West Bengal,Hooghly,712401,6,2,0,8,2025,True
2025-07-09,West Bengal,Howrah,711315,10,0,0,10,2025,True
2025-07-09,West Bengal,Malda,732124,7,4,0,11,2025,True
2025-07-09,West Bengal,Malda,732201,8,1,0,9,2025,True
2025-07-09,West Bengal,Malda,732202,9,1,0,10,2025,True
2025-07-09,West Bengal,Malda,732203,17,0,0,17,2025,True
2025-07-09,West Bengal,Murshidabad,742202,58,1,0,59,2025,True
2025-07-09,West Bengal,Murshidabad,742302,9,2,0,11,2025,True
2025-07-09,West Bengal,North 24 Parganas,743245,10,0,0,10,2025,True
2025-07-09,West Bengal,Purba Medinipur,721444,8,1,0,9,2025,True
2025-07-09,West Bengal,Purba Medinipur,721631,17,0,0,17,2025,True
2025-07-09,West Bengal,South 24 Parganas,743399,4,4,0,8,2025,True
2025-07-09,West Bengal,Uttar Dinajpur,733201,27,7,0,34,2025,True
2025-07-09,West Bengal,Uttar Dinajpur,733214,1,7,0,8,2025,True
2025-07-09,Arunachal Pradesh,Changlang,792121,15,1,0,16,2025,True
2025-07-09,Assam,Karimganj,788156,10,1,0,11,2025,True
2025-07-09,Assam,Marigaon,782411,10,5,0,15,2025,True
2025-07-09,Assam,Nagaon,782136,11,5,0,16,2025,True
2025-07-09,Assam,Nagaon,782140,23,1,0,24,2025,True
2025-07-09,Assam,Sibsagar,785696,12,0,0,12,2025,True
2025-08-09,Andhra Pradesh,Chittoor,517325,13,0,0,13,2025,True
2025-08-09,Andhra Pradesh,Tirupati,524406,0,13,4,17,2025,True
2025-08-09,Arunachal Pradesh,Longding,792131,1,22,0,23,2025,True
2025-08-09,Assam,Baksa,781367,9,3,0,12,2025,True
2025-08-09,Assam,Darrang,784116,20,6,0,26,2025,True
2025-08-09,Assam,Darrang,784125,7,2,1,10,2025,True
2025-08-09,Assam,Darrang,784145,7,7,0,14,2025,True
2025-08-09,Assam,Darrang,784514,7,3,0,10,2025,True
2025-08-09,Assam,Dhemaji,787057,11,8,0,19,2025,True
2025-08-09,Assam,Dhubri,783131,7,6,0,13,2025,True
2025-08-09,Assam,Dhubri,783331,10,8,0,18,2025,True
2025-08-09,Assam,Dhubri,783335,9,5,0,14,2025,True
2025-08-09,Assam,Dhubri,783349,15,3,0,18,2025,True
2025-08-09,Assam,Dibrugarh,786610,15,2,0,17,2025,True
2025-08-09,Assam,Goalpara,783125,16,1,0,17,2025,True
2025-08-09,Assam,Goalpara,783132,6,4,0,10,2025,True
2025-08-09,Assam,Golaghat,785621,5,5,0,10,2025,True
2025-08-09,Assam,Hailakandi,788150,6,3,0,9,2025,True
2025-08-09,Assam,Hailakandi,788155,9,5,0,14,2025,True
2025-08-09,Assam,Hailakandi,788164,10,3,0,13,2025,True
2025-08-09,Assam,Hailakandi,788801,12,2,0,14,2025,True
2025-08-09,Assam,Hojai,782440,7,4,0,11,2025,True
2025-08-09,Assam,Hojai,782447,5,4,0,9,2025,True
2025-08-09,Assam,Kamrup,781135,6,4,0,10,2025,True
2025-08-09,Assam,Kamrup,781354,7,4,0,11,2025,True
2025-08-09,Assam,Karbi Anglong,782480,10,3,1,14,2025,True
2025-08-09,Assam,Karbi Anglong,782485,6,4,0,10,2025,True
2025-08-09,Assam,Karimganj,788156,3,8,0,11,2025,True
2025-08-09,Assam,Karimganj,788720,14,4,0,18,2025,True
2025-08-09,Assam,Karimganj,788737,6,7,0,13,2025,True
2025-08-09,Assam,Marigaon,782105,22,4,1,27,2025,True
2025-08-09,Assam,Marigaon,782411,14,3,0,17,2025,True
2025-08-09,Assam,Nagaon,782003,15,7,0,22,2025,True
2025-08-09,Assam,Nagaon,782426,11,5,0,16,2025,True
2025-08-09,Assam,Nagaon,782427,19,7,0,26,2025,True
2025-08-09,Assam,Sonitpur,784110,11,2,0,13,2025,True
2025-08-09,Assam,Tinsukia,786152,9,0,0,9,2025,True
2025-08-09,Assam,Tinsukia,786157,6,3,0,9,2025,True
2025-08-09,Assam,Tinsukia,786182,9,5,0,14,2025,True
2025-08-09,Assam,Udalguri,784509,4,5,0,9,2025,True
2025-08-09,Bihar,Araria,854311,26,16,0,42,2025,True
2025-08-09,Bihar,Araria,854312,9,7,0,16,2025,True
2025-08-09,Bihar,Araria,854328,8,8,0,16,2025,True
2025-08-09,Bihar,Aurangabad,824111,9,7,0,16,2025,True
2025-08-09,Bihar,Aurangabad,824112,2,8,0,10,2025,True
2025-08-09,Bihar,Aurangabad,824121,2,9,0,11,2025,True
2025-08-09,Bihar,Aurangabad,824124,5,11,0,16,2025,True
2025-08-09,Bihar,Banka,813207,4,5,0,9,2025,True
2025-08-09,Bihar,Begusarai,848204,9,4,0,13,2025,True
2025-08-09,Bihar,Begusarai,851128,6,5,0,11,2025,True
2025-08-09,Bihar,Bhagalpur,812004,4,5,0,9,2025,True
2025-08-09,Bihar,Bhagalpur,813205,7,3,0,10,2025,True
2025-08-09,Bihar,Bhagalpur,853202,9,11,0,20,2025,True
2025-08-09,Bihar,Bhojpur,802201,2,14,0,16,2025,True
2025-08-09,Bihar,Bhojpur,802313,3,8,0,11,2025,True
2025-08-09,Bihar,Buxar,802117,5,14,0,19,2025,True
2025-08-09,Bihar,Darbhanga,847203,19,9,0,28,2025,True
2025-08-09,Bihar,Darbhanga,847405,7,4,0,11,2025,True
2025-08-09,Bihar,Darbhanga,848213,12,8,0,20,2025,True
2025-08-09,Bihar,East Champaran,845303,2,16,0,18,2025,True
2025-08-09,Bihar,East Champaran,845305,7,13,1,21,2025,True
2025-08-09,Bihar,East Champaran,845401,14,26,0,40,2025,True
2025-08-09,Bihar,East Champaran,845411,8,11,0,19,2025,True
2025-08-09,Bihar,East Champaran,845440,2,13,0,15,2025,True
2025-08-09,Bihar,Gaya,824206,5,7,0,12,2025,True
2025-08-09,Bihar,Gaya,824231,5,9,0,14,2025,True
2025-08-09,Bihar,Gaya,824232,9,7,0,16,2025,True
2025-08-09,Bihar,Jamui,811305,3,14,0,17,2025,True
2025-08-09,Bihar,Jamui,811314,10,8,0,18,2025,True
2025-08-09,Bihar,Jamui,811315,8,13,0,21,2025,True
2025-08-09,Bihar,Jamui,811316,14,6,0,20,2025,True
2025-08-09,Bihar,Katihar,854104,9,11,0,20,2025,True
2025-08-09,Bihar,Katihar,854105,8,6,0,14,2025,True
2025-08-09,Bihar,Katihar,854112,6,3,0,9,2025,True
2025-08-09,Bihar,Katihar,854116,15,4,0,19,2025,True
2025-08-09,Bihar,Katihar,855102,16,7,0,23,2025,True
2025-08-09,Bihar,Khagaria,851201,8,3,0,11,2025,True
2025-08-09,Bihar,Khagaria,851204,14,14,0,28,2025,True
2025-08-09,Bihar,Khagaria,851205,8,3,0,11,2025,True
2025-08-09,Bihar,Lakhisarai,811106,7,10,0,17,2025,True
2025-08-09,Bihar,Lakhisarai,811311,16,8,0,24,2025,True
2025-08-09,Bihar,Madhubani,847211,5,4,0,9,2025,True
2025-08-09,Bihar,Madhubani,847222,7,2,0,9,2025,True
2025-08-09,Bihar,Madhubani,847227,8,10,0,18,2025,True
2025-08-09,Bihar,Madhubani,847228,12,3,0,15,2025,True
2025-08-09,Bihar,Munger,811211,7,9,0,16,2025,True
2025-08-09,Bihar,Muzaffarpur,842002,8,8,0,16,2025,True
2025-08-09,Bihar,Muzaffarpur,843111,9,4,0,13,2025,True
2025-08-09,Bihar,Nalanda,801302,5,8,0,13,2025,True
2025-08-09,Bihar,Nawada,805109,3,9,0,12,2025,True
2025-08-09,Bihar,Patna,801108,3,7,0,10,2025,True
2025-08-09,Bihar,Patna,803201,4,11,0,15,2025,True
2025-08-09,Bihar,Patna,803212,12,10,0,22,2025,True
2025-08-09,Bihar,Purnia,854202,6,7,0,13,2025,True
2025-08-09,Bihar,Purnia,854303,7,2,0,9,2025,True
2025-08-09,Bihar,Purnia,854315,49,19,0,68,2025,True
2025-08-09,Bihar,Purnia,854330,15,2,0,17,2025,True
2025-08-09,Bihar,Saharsa,852127,17,15,1,33,2025,True
2025-08-09,Bihar,Saharsa,852201,8,6,0,14,2025,True
2025-08-09,Bihar,Saharsa,852221,8,15,1,24,2025,True
2025-08-09,Bihar,Samastipur,848117,9,7,0,16,2025,True
2025-08-09,Bihar,Samastipur,848207,10,12,0,22,2025,True
2025-08-09,Bihar,Samastipur,848211,14,14,0,28,2025,True
2025-08-09,Bihar,Samastipur,848503,6,6,0,12,2025,True
2025-08-09,Bihar,Saran,841211,1,15,1,17,2025,True
2025-08-09,Bihar,Saran,841220,5,8,0,13,2025,True
2025-08-09,Bihar,Saran,841311,3,9,0,12,2025,True
2025-08-09,Bihar,Sheikhpura,811101,3,13,0,16,2025,True
2025-08-09,Bihar,Sheikhpura,811304,5,4,0,9,2025,True
2025-08-09,Bihar,Siwan,841231,13,5,0,18,2025,True
2025-08-09,Bihar,Siwan,841439,3,7,0,10,2025,True
2025-08-09,Bihar,Vaishali,844114,4,10,0,14,2025,True
2025-08-09,Bihar,Vaishali,844505,10,11,0,21,2025,True
2025-08-09,Bihar,West Champaran,845101,9,5,0,14,2025,True
2025-08-09,Bihar,West Champaran,845307,6,23,1,30,2025,True
2025-08-09,Bihar,West Champaran,845451,10,17,1,28,2025,True
2025-08-09,Chhattisgarh,Balod,491227,13,0,0,13,2025,True
2025-08-09,Chhattisgarh,Baloda Bazar,493118,10,5,0,15,2025,True
2025-08-09,Chhattisgarh,Baloda Bazar,493228,9,0,0,9,2025,True
2025-08-09,Chhattisgarh,Baloda Bazar,493335,5,4,0,9,2025,True
2025-08-09,Chhattisgarh,Balrampur,497223,8,2,0,10,2025,True
2025-08-09,Chhattisgarh,Bastar,494001,8,4,1,13,2025,True
2025-08-09,Chhattisgarh,Bastar,494222,22,4,0,26,2025,True
2025-08-09,Chhattisgarh,Bijapur,494444,9,4,13,26,2025,True
2025-08-09,Chhattisgarh,Janjgir-champa,495554,8,1,0,9,2025,True
2025-08-09,Chhattisgarh,Janjgir-champa,495660,9,3,0,12,2025,True
2025-08-09,Chhattisgarh,Janjgir-champa,495689,10,0,1,11,2025,True
2025-08-09,Chhattisgarh,Kondagaon,494226,17,11,0,28,2025,True
2025-08-09,Chhattisgarh,Koriya,497442,9,2,0,11,2025,True
2025-08-09,Chhattisgarh,Raipur,492001,12,3,0,15,2025,True
2025-08-09,Chhattisgarh,Surguja,497220,6,3,0,9,2025,True
2025-08-09,Dadra and Nagar Haveli,Dadra and Nagar Haveli,396230,13,0,1,14,2025,True
2025-08-09,Delhi,North East,110053,4,5,0,9,2025,True
2025-08-09,Delhi,North East Delhi,110032,8,2,0,10,2025,True
2025-08-09,Delhi,South Delhi,110030,12,2,1,15,2025,True
2025-08-09,Delhi,South West Delhi,110045,22,4,0,26,2025,True
2025-08-09,Delhi,South West Delhi,110077,9,1,0,10,2025,True
2025-08-09,Delhi,West Delhi,110059,43,10,0,53,2025,True
2025-08-09,Delhi,West Delhi,110063,7,2,0,9,2025,True
2025-08-09,Gujarat,Ahmedabad,382425,10,2,0,12,2025,True
2025-08-09,Gujarat,Anand,388520,10,1,0,11,2025,True
2025-08-09,Gujarat,Anand,388540,8,1,0,9,2025,True
2025-08-09,Gujarat,Bhavnagar,364270,12,1,1,14,2025,True
2025-08-09,Gujarat,Dahod,389140,8,4,1,13,2025,True
2025-08-09,Gujarat,Dahod,389154,2,7,0,9,2025,True
2025-08-09,Gujarat,Dahod,389155,15,5,0,20,2025,True
2025-08-09,Gujarat,Gir Somnath,362560,5,4,0,9,2025,True
2025-08-09,Gujarat,Narmada,393040,12,0,0,12,2025,True
2025-08-09,Gujarat,Rajkot,360050,11,2,0,13,2025,True
2025-08-09,Gujarat,Surat,395006,19,6,0,25,2025,True
2025-08-09,Gujarat,Surendra Nagar,363421,8,1,1,10,2025,True
2025-08-09,Gujarat,The Dangs,394710,7,2,0,9,2025,True
2025-08-09,Gujarat,Valsad,396050,8,0,1,9,2025,True
2025-08-09,Haryana,Ambala,134003,11,0,0,11,2025,True
2025-08-09,Haryana,Faridabad,121001,8,5,1,14,2025,True
2025-08-09,Haryana,Faridabad,121005,9,3,0,12,2025,True
2025-08-09,Haryana,Hisar,125033,16,0,0,16,2025,True
2025-08-09,Haryana,Hisar,125052,10,1,0,11,2025,True
2025-08-09,Haryana,Mahendragarh,123001,27,0,0,27,2025,True
2025-08-09,Haryana,Mewat,122107,15,2,0,17,2025,True
2025-08-09,Haryana,Palwal,121103,25,1,0,26,2025,True
2025-08-09,Haryana,Palwal,121107,8,1,0,9,2025,True
2025-08-09,Haryana,Sonipat,131301,23,0,0,23,2025,True
2025-08-09,Jammu and Kashmir,Bandipore,193502,9,1,0,10,2025,True
2025-08-09,Jammu and Kashmir,Baramula,193201,7,2,0,9,2025,True
2025-08-09,Jammu and Kashmir,Kulgam,192231,18,4,0,22,2025,True
2025-08-09,Jammu and Kashmir,Kupwara,193223,11,0,0,11,2025,True
2025-08-09,Jammu and Kashmir,Kupwara,193225,4,5,0,9,2025,True
2025-08-09,Jharkhand,Bokaro,829121,9,5,0,14,2025,True
2025-08-09,Jharkhand,Chatra,825103,12,2,0,14,2025,True
2025-08-09,Jharkhand,Chatra,825403,10,3,0,13,2025,True
2025-08-09,Jharkhand,Deoghar,815353,28,15,1,44,2025,True
2025-08-09,Jharkhand,Dhanbad,828113,12,7,0,19,2025,True
2025-08-09,Jharkhand,Dhanbad,828201,9,8,0,17,2025,True
2025-08-09,Jharkhand,Dumka,814145,7,2,0,9,2025,True
2025-08-09,Jharkhand,Dumka,814167,2,7,0,9,2025,True
2025-08-09,Jharkhand,Garhwa,822114,26,9,0,35,2025,True
2025-08-09,Jharkhand,Giridih,815301,5,4,1,10,2025,True
2025-08-09,Jharkhand,Giridih,815312,12,22,0,34,2025,True
2025-08-09,Jharkhand,Giridih,825324,13,11,0,24,2025,True
2025-08-09,Jharkhand,Gumla,835207,13,11,0,24,2025,True
2025-08-09,Jharkhand,Gumla,835220,9,6,0,15,2025,True
2025-08-09,Jharkhand,Gumla,835231,2,9,0,11,2025,True
2025-08-09,Jharkhand,Gumla,835233,7,3,0,10,2025,True
2025-08-09,Jharkhand,Khunti,835227,8,3,0,11,2025,True
2025-08-09,Jharkhand,Pakur,816105,3,8,0,11,2025,True
2025-08-09,Jharkhand,Pakur,816106,13,10,0,23,2025,True
2025-08-09,Jharkhand,Pakur,816117,6,3,0,9,2025,True
2025-08-09,Jharkhand,Palamau,822113,21,4,0,25,2025,True
2025-08-09,Jharkhand,Palamu,822115,10,2,0,12,2025,True
2025-08-09,Jharkhand,Sahebganj,816101,11,10,0,21,2025,True
2025-08-09,Jharkhand,Sahebganj,816102,12,11,1,24,2025,True
2025-08-09,Jharkhand,Seraikela-Kharsawan,833220,4,7,0,11,2025,True
2025-08-09,Karnataka,Bagalkot,587125,7,2,1,10,2025,True
2025-08-09,Karnataka,Bagalkot,587202,7,2,0,9,2025,True
2025-08-09,Karnataka,Bagalkot,587313,10,4,0,14,2025,True
2025-08-09,Karnataka,Gadag,582101,9,2,0,11,2025,True
2025-08-09,Karnataka,Gadag,582116,16,0,0,16,2025,True
2025-08-09,Karnataka,Haveri,581104,9,0,0,9,2025,True
2025-08-09,Karnataka,Koppal,583238,8,5,0,13,2025,True
2025-08-09,Karnataka,Mysuru,571121,2,9,3,14,2025,True
2025-08-09,Karnataka,Raichur,584116,9,4,0,13,2025,True
2025-08-09,Karnataka,Raichur,584128,8,6,0,14,2025,True
2025-08-09,Karnataka,Ramanagar,562159,10,2,0,12,2025,True
2025-08-09,Karnataka,Udupi,576115,24,0,0,24,2025,True
2025-08-09,Karnataka,Yadgir,585221,6,3,0,9,2025,True
2025-08-09,Kerala,Kasaragod,671531,7,2,0,9,2025,True
2025-08-09,Kerala,Malappuram,676552,8,2,0,10,2025,True
2025-08-09,Madhya Pradesh,Ashok Nagar,473335,21,4,1,26,2025,True
2025-08-09,Madhya Pradesh,Barwani,451556,9,3,0,12,2025,True
2025-08-09,Madhya Pradesh,Bhind,477555,6,3,0,9,2025,True
2025-08-09,Madhya Pradesh,Bhopal,462042,11,1,0,12,2025,True
2025-08-09,Madhya Pradesh,Burhanpur,450332,5,5,0,10,2025,True
2025-08-09,Madhya Pradesh,Chhatarpur,471101,5,13,0,18,2025,True
2025-08-09,Madhya Pradesh,Chhatarpur,471313,19,3,0,22,2025,True
2025-08-09,Madhya Pradesh,Chhatarpur,471515,21,6,0,27,2025,True
2025-08-09,Madhya Pradesh,Chhatarpur,471525,11,9,0,20,2025,True
2025-08-09,Madhya Pradesh,Damoh,470775,25,7,0,32,2025,True
